Timestamp,W,A,T
12/4/2016 21:30,5.270568453,3.778085322,21.07233944
12/4/2016 21:45,5.091722318,3.393421445,21.00151066
12/4/2016 22:00,5.134395339,3.578531293,20.91192788
12/4/2016 22:15,5.279566971,3.973007811,20.84897795
12/4/2016 22:30,5.800910168,5.119430924,20.80705246
12/4/2016 22:45,6.141689403,6.177044418,20.777049
12/4/2016 23:00,6.35260203,6.838430404,20.76333945
12/4/2016 23:15,6.350566197,6.813009662,20.62751349
12/4/2016 23:30,6.400026928,7.071544668,20.56890888
12/4/2016 23:45,6.582702322,7.558635919,20.5668095
12/5/2016 0:00,6.601831873,7.655972771,20.51652519
12/5/2016 0:15,6.738315955,8.16266583,20.44368415
12/5/2016 0:30,6.799178695,8.471438626,20.37433757
12/5/2016 0:45,6.444984232,7.109369856,20.31371248
12/5/2016 1:00,6.130148257,6.042407168,20.21758716
12/5/2016 1:15,5.620220187,4.614459592,20.17337039
12/5/2016 1:30,4.743516339,5.431210178,19.92769022
12/5/2016 1:45,5.068646756,3.293523586,20.07063779
12/5/2016 2:00,5.395623501,3.99862458,20.09868923
12/5/2016 2:15,5.171834812,3.468409878,20.07968126
12/5/2016 2:30,5.139009662,3.477463889,20.01558794
12/5/2016 2:45,4.584515514,2.261071497,19.89502722
12/5/2016 3:00,4.690109133,2.523922727,19.75882337
12/5/2016 3:15,4.29438982,2.40869552,19.58906701
12/5/2016 3:30,4.680470494,2.415361754,19.57564593
12/5/2016 3:45,4.637370808,2.549383643,19.62255326
12/5/2016 4:00,4.012047324,1.438181786,19.81503312
12/5/2016 4:15,3.450281808,0.563916992,20.10835508
12/5/2016 4:30,3.434520739,0.62742305,20.29894154
12/5/2016 4:45,4.039029193,0.619795979,19.86703543
12/5/2016 5:00,3.707098601,1.082192714,19.97767065
12/5/2016 5:15,3.658683689,0.949185593,19.79933964
12/5/2016 5:30,4.027834741,1.344837998,19.42354425
12/5/2016 5:45,4.187105293,1.714249197,19.50540791
12/5/2016 6:00,3.592659323,0.947377123,19.954216
12/5/2016 6:15,3.898302618,-0.06787639,20.67471025
12/5/2016 6:30,3.883658044,-0.06787639,20.8545496
12/5/2016 6:45,1.88345372,-0.06787639,22.2588252
12/5/2016 7:00,1.847305636,-0.068047624,22.42927293
12/5/2016 7:15,2.198402671,-0.070965876,22.44965588
12/5/2016 7:30,2.186762545,-0.066293649,22.55429614
12/5/2016 7:45,2.301909302,-0.07259073,22.60479037
12/5/2016 8:00,2.207770514,-0.070462854,23.06995779
12/5/2016 8:15,1.963276956,-0.066764419,23.70815539
12/5/2016 8:30,2.252935943,-0.071459431,23.68508843
12/5/2016 8:45,2.546480938,-0.073554719,23.71266428
12/5/2016 9:00,2.538833529,-0.067026846,24.12540499
12/5/2016 9:15,2.775934604,-0.066892669,24.07077476
12/5/2016 9:30,2.949528154,-0.046283391,24.11576229
12/5/2016 9:45,3.122056632,0.023291101,24.22523685
12/5/2016 10:00,3.526172165,0.34107748,24.07163997
12/5/2016 10:15,3.711100676,0.610578867,24.08710422
12/5/2016 10:30,3.945785368,1.147878343,24.4138085
12/5/2016 10:45,4.509349793,2.01218705,24.27448496
12/5/2016 11:00,4.310670535,1.622996099,24.70465023
12/5/2016 11:15,4.301793538,1.479863976,24.81248357
12/5/2016 11:30,4.346650151,1.638487678,25.1388491
12/5/2016 11:45,4.698553964,2.355105924,25.24327607
12/5/2016 12:00,5.028084416,3.014009881,25.29695887
12/5/2016 12:15,5.164817317,3.375875981,25.39781915
12/5/2016 12:30,5.364921298,3.844443698,25.59821983
12/5/2016 12:45,5.056869528,3.099032105,25.80934223
12/5/2016 13:00,4.843555271,2.579453756,26.10275288
12/5/2016 13:15,4.957939717,2.728339027,26.14549499
12/5/2016 13:30,4.45452958,1.76236624,26.49123717
12/5/2016 13:45,5.03816829,2.988736786,26.31317641
12/5/2016 14:00,4.560624347,2.092278621,26.75993469
12/5/2016 14:15,4.212768789,1.369059836,27.13922983
12/5/2016 14:30,4.035522277,1.058842258,27.29111017
12/5/2016 14:45,4.801459134,2.554191784,26.8261577
12/5/2016 15:00,3.397365892,1.692645682,27.40404343
12/5/2016 15:15,4.439711778,1.720543504,26.87908224
12/5/2016 15:30,4.580216758,2.073916489,26.66165211
12/5/2016 15:45,3.885753216,0.863840408,26.90951057
12/5/2016 16:00,3.742756214,0.693093883,27.03938259
12/5/2016 16:15,3.478447017,0.345393078,27.16310541
12/5/2016 16:30,3.688822062,0.560306585,26.82301275
12/5/2016 16:45,3.406369764,0.298606863,26.95425022
12/5/2016 17:00,3.469495313,0.401936571,26.49704327
12/5/2016 17:15,3.143399304,0.105654665,26.50142997
12/5/2016 17:30,2.906585775,0.018206183,26.62491082
12/5/2016 17:45,2.680672471,-0.059984724,26.89740412
12/5/2016 18:00,2.706994652,-0.046255412,26.78502139
12/5/2016 18:15,2.330055047,-0.076730695,27.29860203
12/5/2016 18:30,2.017087846,-0.089040433,27.38801006
12/5/2016 18:45,2.285466359,-0.086942079,27.05285216
12/5/2016 19:00,2.08147587,-0.088690494,27.24755612
12/5/2016 19:15,2.209164398,-0.088907305,27.10838323
12/5/2016 19:30,2.083469125,-0.082603656,27.22440234
12/5/2016 19:45,1.722071199,-0.072733861,27.35861477
12/5/2016 20:00,1.839814416,-0.072109112,27.31669177
12/5/2016 20:15,2.155144404,-0.073208785,27.2094191
12/5/2016 20:30,2.235402305,-0.07181872,26.89583154
12/5/2016 20:45,2.393352997,-0.069251912,26.38259244
12/5/2016 21:00,2.72454023,-0.067262644,25.85384535
12/5/2016 21:15,3.092913642,-0.025698212,25.48875284
12/5/2016 21:30,3.379812834,0.59292425,25.51135272
12/5/2016 21:45,4.762607,3.23591025,24.90461588
12/5/2016 22:00,6.845639852,8.885256715,23.32400262
12/5/2016 22:15,6.02200551,6.042806182,22.34713223
12/5/2016 22:30,6.160407542,6.662313866,21.93060303
12/5/2016 22:45,6.269370506,6.909389138,21.71959322
12/5/2016 23:00,5.800585112,5.620960906,21.5182062
12/5/2016 23:15,5.556399667,4.964458659,21.3193071
12/5/2016 23:30,5.028257834,3.560699886,21.09303961
12/5/2016 23:45,4.862576102,3.292348127,20.92189661
