Machine,Timestamp,WindSpeed,ActivePower,GenSpeed,TurbineState,PitchAngle,TempHubBearing
KD67,2017-01-01 18:30:00,4.107472674846647,127.168363342285,1233.4376873779295,11.0,-1.1256932648022977,40.29999923706055
KD67,2017-01-01 18:40:00,3.8967135536670683,115.26740646362305,1232.7930202229813,11.0,-1.0587895675500252,40.29999923706055
KD67,2017-01-01 18:50:00,3.64440290371577,88.03361512502035,1231.3410430908211,11.0,-1.0828758937120442,40.29999923706055
KD67,2017-01-01 19:00:00,3.715843751155872,77.64066336349974,1230.7806115253936,11.0,-1.0770492766655748,40.18731171061875
KD67,2017-01-01 19:20:00,3.4737002217769617,75.50771243413291,1230.6665769449867,11.0,-1.0700000524520874,40.0
KD67,2017-01-01 19:30:00,3.59108400464058,82.62220715204886,1231.0454262288424,11.0,-1.0708036077022571,40.0
KD67,2017-01-01 19:40:00,3.1758179966608653,19.30875254948934,1220.1269110107414,11.0,-1.0700000524520874,40.0
KD67,2017-01-01 19:50:00,3.5061004610856386,50.88081423759461,1228.8656492106124,11.0,-1.0700000524520874,40.0
KD67,2017-01-01 20:00:00,3.72396044810613,76.3535177993774,1230.561492513022,11.0,-1.0708400517702104,40.0
KD67,2017-01-01 20:10:00,3.8730411163965854,64.84860935211178,1229.9511785888662,11.0,-1.0706192366282152,40.0
KD67,2017-01-01 20:20:00,4.109359350601828,135.09821545918794,1233.7406005859386,11.0,-1.1574798677364977,40.0
KD67,2017-01-01 20:30:00,4.124522458712262,135.94138909657798,1233.7988226318373,11.0,-1.1617159422238663,40.0
KD67,2017-01-01 20:40:00,4.228547331094737,140.6539855448406,1234.0677117919913,11.0,-1.214560598532359,40.0
KD67,2017-01-01 20:50:00,4.454888220230739,191.1063625590007,1236.7757794189454,11.0,-1.3841025944550829,40.0
KD67,2017-01-01 21:00:00,4.594381347497298,210.5103443908692,1237.7173124186204,11.0,-1.4952577811479573,40.0
KD67,2017-01-01 21:10:00,4.52906757275264,222.79902547200527,1238.3636899820958,11.0,-1.4415378501017886,40.0
KD67,2017-01-01 21:20:00,4.245629353523253,176.04909070332852,1235.9022462972002,11.0,-1.228076751430829,40.0
KD67,2017-01-01 21:30:00,4.421879124244059,192.22512285868325,1236.7474654134126,11.0,-1.3535694040854758,40.0
KD67,2017-01-01 21:40:00,4.324698243538537,175.44923233032227,1235.8292213948562,11.0,-1.2817508111397435,40.0
KD67,2017-01-01 21:50:00,4.721650089365816,268.9674933533838,1240.814249742409,11.0,-1.6038731233106431,39.84040005895646
KD67,2017-01-01 22:00:00,5.111362436612446,300.7043887837729,1242.498889363608,11.0,-1.9278234754006067,39.7883327484131
KD67,2017-01-01 22:10:00,5.279444663524629,339.5301881917322,1244.5953975423172,11.0,-2.063017029166221,39.76483310699464
KD67,2017-01-01 22:20:00,5.256848212877914,345.89370503743487,1245.0188881429033,11.0,-2.045928081274032,39.741000137329095
KD67,2017-01-01 22:30:00,5.881862004597982,371.320455830892,1246.3705570475252,11.0,-2.5686488874753324,39.73166694641111
KD67,2017-01-01 22:40:00,5.1846702194213865,314.87348180135086,1243.3617787679034,11.0,-1.990339257319772,39.70000076293945
KD67,2017-01-01 22:50:00,4.476087552309033,227.39955586751296,1238.6929803466796,11.0,-1.3994134106238678,39.70000076293945
KD67,2017-01-01 23:00:00,4.641534005006151,237.39646102905274,1239.191822509765,11.0,-1.5375279210011148,39.70000076293945
KD67,2017-01-01 23:10:00,4.449195990165075,247.65154841105138,1239.673291829427,11.0,-1.3739873989423128,39.6763340059916
KD67,2017-01-01 23:20:00,4.645682208538057,263.25622540791807,1240.5059098307288,11.0,-1.5431427435080205,39.57466695149737
KD67,2017-01-01 23:30:00,4.867882894674937,222.22513175964366,1238.3004899088533,11.0,-1.7287037001053505,39.43333307902019
KD67,2017-01-01 23:40:00,4.431078680753711,157.2161549631755,1234.8313519287112,11.0,-1.3626591857274382,39.29999923706055
KD67,2017-01-01 23:50:00,4.4720440085728965,155.4155372238158,1234.7216465250654,11.0,-1.395841626127561,39.29999923706055
KD67,2017-01-02 00:00:00,4.7527557818094905,202.84469751993808,1237.269290974937,11.0,-1.6240056266387304,39.400666287740094
KD67,2017-01-02 00:10:00,4.56086890300115,165.3413048807781,1235.260529988607,11.0,-1.4707931117216737,39.40566630681358
KD67,2017-01-02 00:20:00,4.548032439549768,156.86001490275063,1234.799467366537,11.0,-1.4557974125941588,39.328332678476976
KD67,2017-01-02 00:30:00,4.545180448293678,180.3929798889161,1236.063779296874,11.0,-1.4552047375837962,39.29999923706055
KD67,2017-01-02 00:40:00,4.406971554358796,175.87615440368648,1235.8166208902992,11.0,-1.3476361405849453,39.29999923706055
KD67,2017-01-02 00:50:00,4.494831625726663,189.83707080261547,1236.572889222922,11.0,-1.4144114968374697,39.29999923706055
KD67,2017-01-02 01:00:00,4.053258008162182,152.14528335571288,1234.547244466147,11.0,-1.0989070208867404,39.29999923706055
KD67,2017-01-02 01:10:00,4.0938142442703205,172.94864250183102,1235.667155558268,11.0,-1.116483700474104,39.29999923706055
KD67,2017-01-02 01:20:00,4.063393343687058,130.63329722086604,1233.4145308430984,11.0,-1.1344929357369749,39.29999923706055
KD67,2017-01-02 01:30:00,3.672490665912628,59.752579326629665,1229.585752563477,11.0,-1.0486477323373158,39.29016605377199
KD67,2017-01-02 01:40:00,3.5067420109113057,45.435853144327744,1222.3009118652326,11.0,-1.0434952227274576,39.29816593170167
KD67,2017-01-02 04:20:00,4.9402324414253265,220.7137859090169,1238.3205078124995,11.0,-1.787014148235321,39.67666734059653
KD67,2017-01-02 04:30:00,5.231563323338827,282.95824981689424,1241.6617354329421,11.0,-2.030015035669011,39.70000076293945
KD67,2017-01-02 04:40:00,4.410800446271898,223.0748497772217,1238.474311523438,11.0,-1.3500864420334486,39.70000076293945
KD67,2017-01-02 04:50:00,3.9816500155131016,146.1119653828939,1234.3562217203767,11.0,-1.1056646271546695,39.70000076293945
KD67,2017-01-02 05:00:00,4.57680890123049,211.9529006703693,1237.834245808918,11.0,-1.4842724476257951,39.52600009918212
KD67,2017-01-02 05:10:00,5.233686442375184,296.3289372507732,1242.397466430664,11.0,-2.027727915843327,39.5
KD67,2017-01-02 05:20:00,5.7587339981396966,394.51025110880516,1247.6888431803393,11.0,-2.4647543768088016,39.2851661682129
KD67,2017-01-02 05:30:00,6.0188515504201225,420.15747858683267,1249.2803318277988,11.0,-2.6838240035374947,39.15433392206828
KD67,2017-01-02 05:40:00,6.344632200400032,465.1079097493489,1263.956023966473,11.0,-2.9501278690497084,38.942333113352454
KD67,2017-01-02 05:50:00,6.649316889444988,528.4679830423993,1295.4475095621742,11.0,-3.1900733371575667,38.79999923706055
KD67,2017-01-02 06:00:00,5.796418913616762,457.8563558486148,1270.0098141270594,11.0,-2.5099612719228546,38.79999923706055
KD67,2017-01-02 06:10:00,4.384216008583707,294.7366600036621,1242.1666206868488,11.0,-1.3610245847702007,38.77649959564211
KD67,2017-01-02 06:20:00,6.199774450461067,569.5615362548833,1316.6866662597665,11.0,-2.7790068217118598,38.71250057220465
KD67,2017-01-02 06:30:00,7.9027633484204625,860.3428879801435,1447.2415983072915,11.0,-3.6876129972934715,38.758333206176744
KD67,2017-01-02 07:00:00,5.817293326059975,497.71891611734947,1282.489422810872,11.0,-2.5148086627324444,37.79999923706055
KD67,2017-01-02 07:10:00,4.752525770266852,291.02200902303065,1242.3020220947265,11.0,-1.6414114012320828,37.79999923706055
KD67,2017-01-02 07:20:00,4.3997462268670455,238.89474193573002,1239.289932454429,11.0,-1.4373047355810804,37.79999923706055
KD67,2017-01-02 07:30:00,4.586008889277774,293.04384173075374,1244.188379720053,11.0,-1.5524303724368425,37.79999923706055
KD67,2017-01-02 07:40:00,5.12754045089086,378.94825500488264,1252.1805356852215,11.0,-1.9462922312815991,37.79999923706055
KD67,2017-01-02 07:50:00,4.9264457941055255,367.87814028422036,1249.0525140380867,11.0,-1.7747048173348112,37.716999448140406
KD67,2017-01-02 08:00:00,5.2894533256689655,403.38587923685736,1252.2495772298191,11.0,-2.0729761528968798,37.57049982070928
KD67,2017-01-02 08:20:00,4.425349330902106,249.88089024861648,1239.9465128580728,11.0,-1.4266031084458035,37.382666219075524
KD67,2017-01-02 08:50:00,3.4347111169497166,73.49569749991105,1229.0964656575513,11.0,-1.0922230692704515,37.45299982070925
KD67,2017-01-02 10:00:00,3.522973984479904,53.29931096076962,1227.104196573893,11.0,-1.0418197395404192,37.5
KD67,2017-01-02 18:40:00,4.953521652890366,232.51226478028974,1238.8881465039394,11.0,-1.7938110082097758,38.591820049763534
KD67,2017-01-02 18:50:00,4.552913058162937,170.4580035767826,1235.6057292211033,11.0,-1.4650139665125208,38.70000076293945
KD67,2017-01-02 19:00:00,4.2609320012728364,132.22130723317466,1233.5462849934904,11.0,-1.2289690492550531,38.745666732788095
KD67,2017-01-02 19:10:00,4.434137119849525,184.0336964416504,1236.3094698079408,11.0,-1.3604900741577148,38.79999923706055
KD67,2017-01-02 19:20:00,4.331205135195804,194.80579341831105,1236.890840609999,11.0,-1.2882709716118634,38.79999923706055
KD67,2017-01-02 19:30:00,4.469280993778432,210.00120308895228,1237.6957481435475,11.0,-1.3986376545973271,38.79999923706055
KD67,2017-01-02 19:40:00,5.194902442296346,296.76674619038874,1242.3618452962241,11.0,-1.9954505852858224,38.79999923706055
KD67,2017-01-02 19:50:00,5.764193651871213,406.7849978031418,1250.3158372678433,11.0,-2.473514074475219,38.79999923706055
KD67,2017-01-02 20:00:00,5.789706437727983,481.3964896065848,1271.343373325894,11.0,-2.4963572636371887,38.79999923706055
KD67,2017-01-02 20:10:00,5.639391343341348,444.0408074701196,1257.1106713200616,11.0,-2.369673107060964,38.79999923706055
KD67,2017-01-02 20:20:00,5.6078539897683095,470.1067400949825,1266.2592278227373,11.0,-2.3367318237365167,38.79999923706055
KD67,2017-01-02 20:30:00,6.062423779964442,514.6592527262369,1288.5036010742192,11.0,-2.7161177039146414,38.79999923706055
KD67,2017-01-02 20:40:00,6.424082219600682,562.3766371663414,1311.7187790934236,11.0,-3.0148017009099357,38.753333282470656
KD67,2017-01-02 20:50:00,6.2645960108439125,538.5269210306807,1300.2752691650405,11.0,-2.8904848086833965,38.70000076293945
KD67,2017-01-02 21:00:00,6.475059099197392,605.9873279825848,1333.0316646321612,11.0,-3.0564580015341454,38.70000076293945
KD67,2017-01-02 21:10:00,6.838741106986992,654.3531397501628,1356.1178906250007,11.0,-3.263581553697588,38.72350040435789
KD67,2017-01-02 21:20:00,7.253163562615713,684.8996798706057,1371.092555338542,11.0,-3.5555036787192025,38.781999511718716
KD67,2017-01-02 21:30:00,6.917051332791648,611.5241777547199,1336.0884427897138,11.0,-3.3830069585641223,38.79999923706055
KD67,2017-01-02 21:40:00,6.3902655649185185,518.1065666707358,1290.7840006510417,11.0,-2.9884537013371784,38.788332748413076
KD67,2017-01-02 21:50:00,5.741677777767178,456.613504892985,1259.6968255615245,11.0,-2.454309340318045,38.75883319854733
KD67,2017-01-02 22:00:00,6.25342135508855,500.9017399597168,1281.483512980143,11.0,-2.868140379389125,38.70000076293945
KD67,2017-01-02 22:10:00,6.862862433592483,615.8171106974287,1338.5504258219396,11.0,-3.3280838437875118,38.70000076293945
KD67,2017-01-02 22:20:00,6.7232511083284985,661.1583745320637,1360.3567543538425,11.0,-3.2113127315044414,38.67633400599159
KD67,2017-01-02 22:30:00,6.782728900909422,660.8375689697252,1360.1476446533195,11.0,-3.2820076243082696,38.62900049209594
KD67,2017-01-02 22:40:00,6.6707395513852425,578.0331271362294,1320.1674654134113,11.0,-3.2174408944447834,38.67666734059653
KD67,2017-01-02 22:50:00,6.720484437147774,588.7822187296554,1325.47722249349,11.0,-3.260668965578081,38.617333780924476
KD67,2017-01-02 23:00:00,6.430024227301277,517.235817972819,1290.2283532714835,11.0,-3.025354375044505,38.57133360544841
KD67,2017-01-02 23:10:00,5.5678313485781326,367.55650171915687,1249.383200480143,11.0,-2.312950440247853,38.52333342234293
KD67,2017-01-02 23:20:00,4.757692884604139,304.9990511067708,1242.8578232828775,11.0,-1.6366509691874185,38.5
KD67,2017-01-02 23:30:00,4.771579986413316,321.35532348632813,1243.7296004231762,11.0,-1.6425063741207124,38.48733328501384
KD67,2017-01-02 23:40:00,4.905683561166129,312.6761993408203,1243.272025146484,11.0,-1.7559255441029866,38.29999923706055
KD67,2017-01-02 23:50:00,4.848028222719828,290.95418917338037,1242.1044437662772,11.0,-1.7075378507375714,38.29999923706055
KD67,2017-01-03 00:00:00,4.6916284569104505,267.1590357462564,1240.8373317464184,11.0,-1.5790168929100044,38.29999923706055
KD67,2017-01-03 00:10:00,4.528353110154471,240.62573931376158,1239.413531901042,11.0,-1.4414540767669672,38.29999923706055
KD67,2017-01-03 00:20:00,4.715042675336207,250.61413111368816,1239.9514860026045,11.0,-1.5961025997002931,38.29999923706055
KD67,2017-01-03 00:30:00,4.982390231291455,312.1769788360593,1243.243555297851,11.0,-1.815293024778366,38.29999923706055
KD67,2017-01-03 00:40:00,4.517383997440343,252.82421712239585,1240.0715981038418,11.0,-1.4314287400245669,38.323332659403476
KD67,2017-01-03 00:50:00,5.012419788042701,317.1299244181313,1243.5183325195312,11.0,-1.8475588123003641,38.370332838694225
KD67,2017-01-03 01:00:00,4.968468005657186,318.7987242635092,1243.6077121988944,11.0,-1.809443702101708,38.32333265940349
KD67,2017-01-03 01:10:00,4.5819393157959025,284.80686111450154,1241.7866652425125,11.0,-1.4855924540758132,38.29999923706055
KD67,2017-01-03 01:20:00,4.287229342460635,222.6054595692952,1238.4674403889976,11.0,-1.2511174873510995,38.29999923706055
KD67,2017-01-03 01:30:00,4.161159135103227,198.9723101298016,1237.1978889973966,11.0,-1.1589681979020428,38.29999923706055
KD67,2017-01-03 01:40:00,4.314640014171603,244.42438067118323,1239.6304209391285,11.0,-1.2735360594590506,38.29999923706055
KD67,2017-01-03 01:50:00,4.534921775658924,270.53974360148084,1241.012576497397,11.0,-1.4495965121189758,38.29999923706055
KD67,2017-01-03 02:00:00,5.059867986043294,315.42266555786154,1243.4071278889978,11.0,-1.8834505770603809,38.29999923706055
KD67,2017-01-03 02:10:00,4.833087552388501,296.290427602132,1242.3925535074873,11.0,-1.6959138500690452,38.29999923706055
KD67,2017-01-03 02:20:00,4.501005334059403,248.01560836791992,1239.8036238606771,11.0,-1.4216250296433783,38.29999923706055
KD67,2017-01-03 02:30:00,4.241511134703951,217.4487491607666,1238.1748667399079,11.0,-1.223406454722086,38.29999923706055
KD67,2017-01-03 02:40:00,4.016160190905502,178.86930498980823,1236.1143614493762,11.0,-1.1011369320370228,38.29999923706055
KD67,2017-01-03 02:50:00,4.045302911202113,189.49641797383615,1236.68519938151,11.0,-1.1036439073085773,38.32366599400837
KD67,2017-01-03 03:00:00,4.406364236672719,243.88755007425945,1239.5895804850265,11.0,-1.3401828040679282,38.29999923706055
KD67,2017-01-03 03:10:00,4.593907109101618,265.77436060587553,1240.7576865641279,11.0,-1.4947327413161593,38.29999923706055
KD67,2017-01-03 03:20:00,4.428547985951104,201.001704864502,1237.3026446533204,11.0,-1.3664485911528277,38.29999923706055
KD67,2017-01-03 03:30:00,4.077606016794843,137.26607007344558,1233.831467895507,11.0,-1.1029650251070664,38.29999923706055
KD67,2017-01-03 03:40:00,3.983766893545786,113.2450530115764,1232.4487561035166,11.0,-1.079201562007268,38.29999923706055
KD67,2017-01-03 03:50:00,3.7121717890103656,64.8179012918472,1228.1079337565104,11.0,-1.0968666978677108,38.29999923706055
KD67,2017-01-03 19:40:00,3.8202349015076966,67.69018637975057,1230.07417541504,11.0,-1.0843127799034102,36.07166694005329
KD67,2017-01-03 19:50:00,3.8040497879187267,74.97218691507975,1230.5007330322273,11.0,-1.0815713022152589,36.26533309936522
KD67,2017-01-03 20:00:00,3.7774595602353416,82.87600376764935,1230.9666870117182,11.0,-1.0663430202007291,36.464999866485634
KD67,2017-01-03 20:10:00,3.3816473321119935,33.62450645446777,1226.9792454020187,11.0,-1.0499999523162842,36.677334009806316
KD67,2017-01-03 20:20:00,3.4285317806402844,49.1853148587545,1228.2061991373705,11.0,-1.0519047675530129,36.81833274205528
KD67,2017-01-03 22:20:00,4.752342445055638,220.3556062571207,1238.2160211181626,11.0,-1.6294582947095235,38.554000205993646
KD67,2017-01-03 22:30:00,5.958098211288455,390.9559421284992,1247.87908976237,11.0,-2.6287619896729755,38.67666734059653
KD67,2017-01-03 22:40:00,6.930379549662272,577.8803687032068,1319.6210455322266,11.0,-3.3634806696573905,38.70000076293945
KD67,2017-01-03 22:50:00,7.340200904210413,747.8222568766278,1400.8629777018234,11.0,-3.5734435240427653,38.70000076293945
KD67,2017-01-03 23:00:00,7.56856067975362,864.3770671590172,1447.5443971761053,11.0,-3.642508599360783,38.78583278656009
KD67,2017-01-03 23:10:00,7.711836480299633,897.8029843139649,1461.43168741862,11.0,-3.659524317185084,38.79999923706055
KD67,2017-01-03 23:20:00,7.611763095060983,845.6090805053709,1443.2019337972022,11.0,-3.6380876211325313,38.79999923706055
KD67,2017-01-03 23:30:00,7.174973313808441,801.9436094156897,1425.1870878092448,11.0,-3.5149606498082484,38.79999923706055
KD67,2017-01-03 23:40:00,6.922336003780365,681.3174377441408,1368.9634883626295,11.0,-3.355929339726767,38.79583263397216
KD67,2017-01-04 00:00:00,7.043381798267366,544.3683808390299,1302.8132861328122,11.0,-3.4433161286513,38.70000076293945
KD67,2017-01-04 00:10:00,6.543875559965768,537.0079412333171,1299.504730834961,11.0,-3.113350011110305,38.58766700108847
KD67,2017-01-04 00:20:00,6.129805332024891,541.2702811686198,1301.5893109130855,11.0,-2.7735348927974717,38.5236667569478
KD67,2017-01-04 00:30:00,5.9144317626953145,534.7557602437337,1298.173580322265,11.0,-2.5915257704257963,38.5
KD67,2017-01-04 00:40:00,6.421699126561487,506.1550063069664,1283.8859549967442,11.0,-3.0183015573024745,38.5
KD67,2017-01-04 00:50:00,6.240034881432855,485.8107248433431,1275.053402506509,11.0,-2.868742012182872,38.476666577657056
KD67,2017-01-04 01:00:00,6.133589339256287,375.2866971842446,1246.7133774820975,11.0,-2.782626232306164,38.30399925231937
KD67,2017-01-04 01:10:00,5.729239324728644,313.68223027547197,1243.197422078451,11.0,-2.4436317030588794,38.29999923706055
KD67,2017-01-04 01:20:00,5.017965567111972,266.0880796051029,1240.6429357910142,11.0,-1.855557407538097,38.29999923706055
KD67,2017-01-04 01:30:00,5.045306014219919,229.50412114461255,1238.697353108723,11.0,-1.875122886498769,38.29999923706055
KD67,2017-01-04 01:40:00,4.098979794979096,99.89589577356979,1231.7180206298822,11.0,-1.1789440772930782,38.29999923706055
KD67,2017-01-04 23:00:00,3.90950976451238,120.32051687876385,1233.0115985107414,11.0,-1.0588027938206979,36.55733355204264
KD67,2017-01-04 23:10:00,4.231797776222232,159.94512056986503,1235.1182454427094,11.0,-1.2587572024265914,36.735000228881844
KD67,2017-01-04 23:20:00,4.729699549277624,227.34821787516282,1238.7317795817053,11.0,-1.6111137038469308,36.85799945831296
KD67,2017-01-04 23:40:00,4.702819105784099,277.7431832885744,1241.4110886637368,11.0,-1.5875393311182655,37.1763340059916
KD67,2017-01-04 23:50:00,4.916811565558113,295.5971184285484,1242.3600002034516,11.0,-1.7602407356103258,37.2353335571289
KD67,2017-01-05 00:00:00,5.342901759942372,331.3589883422854,1244.251377563477,11.0,-2.120908293724061,37.29999923706055
KD67,2017-01-05 00:20:00,5.518535780111951,451.0044541931152,1257.0444663492844,11.0,-2.2717659972111384,37.5
KD67,2017-01-05 00:30:00,5.472904891967771,444.1669713338217,1256.298689982095,11.0,-2.2297477092345543,37.5
KD67,2017-01-05 00:40:00,5.551532230377198,398.7211368815104,1249.38284769694,11.0,-2.2968927343686403,37.57049982070925
KD67,2017-01-05 00:50:00,5.815527997811634,440.4904975382488,1258.0117336018875,11.0,-2.508326829870541,37.78149928410847
KD67,2017-01-05 01:00:00,6.6581559832890855,521.6884531148278,1291.865775553386,11.0,-3.2083962984879792,37.79999923706055
KD67,2017-01-05 01:10:00,5.9932006788253736,387.94731079101587,1249.56137919108,11.0,-2.6625889635086057,37.79999923706055
KD67,2017-01-05 01:20:00,4.6237942322095185,214.56531834920253,1237.9028208414709,11.0,-1.5160919227202732,37.79999923706055
KD67,2017-01-05 01:30:00,5.244557324250539,293.87356745402013,1242.1533315022798,11.0,-2.035973184506098,37.79999923706055
KD67,2017-01-05 01:40:00,4.6428584512074815,241.8451834869384,1239.3651975504554,11.0,-1.5450646668672552,37.79999923706055
KD67,2017-01-05 02:00:00,4.860278898874915,275.9333417002362,1241.1853344726565,11.0,-1.7156778568029405,37.79999923706055
KD67,2017-01-05 02:10:00,4.916387993494671,290.79977216084836,1242.0095979817704,11.0,-1.7639942979812622,37.91766635258989
KD67,2017-01-05 02:20:00,4.344358456929526,201.53799036661786,1237.2224208577472,11.0,-1.2928317791223527,38.0
KD67,2017-01-05 03:10:00,4.255507552226383,207.23906986236568,1237.5378228759766,11.0,-1.28443889160951,38.08799977620448
KD67,2017-01-05 03:20:00,4.0209433285395315,148.15075167338043,1234.4102239990227,11.0,-1.0780218569437678,38.22999941507978
KD67,2017-01-05 03:40:00,3.883435140053432,143.37745100657142,1234.1315769449875,11.0,-1.0791985348860431,38.29999923706055
KD67,2017-01-05 03:50:00,3.992022666533789,165.28645751953124,1235.2825553385426,11.0,-1.1302041355768826,38.29999923706055
KD67,2017-01-05 04:00:00,3.4428373332818363,66.41224254449213,1229.1468432617191,11.0,-1.0510134341319393,38.15849959691367
KD67,2017-01-05 04:10:00,3.6151691118876137,110.91844234466544,1232.3218001302075,11.0,-1.0455181095997494,38.0
KD67,2017-01-05 04:20:00,3.5416662275791166,85.97263326644894,1231.0107802327486,11.0,-1.0399999618530271,38.0
KD67,2017-01-05 04:30:00,4.048909564812976,183.1221823247275,1236.2351342773427,11.0,-1.1348376111189529,38.0
KD67,2017-01-05 04:40:00,3.930232894817988,155.14473996480308,1234.7458469645187,11.0,-1.1035874398549397,38.0
KD67,2017-01-05 04:50:00,4.1596268995602905,152.92737323761006,1234.6343768310546,11.0,-1.1819004275401437,38.0
